MoA	cmap_name	inchi_key	pert_id	target
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	KIT
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	DDR2
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	PDGFRB
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	RAF1
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	RET
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	BRAF
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	FGFR1
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	FLT1
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	FLT3
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	FLT4
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	KDR
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	KIT
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	DDR2
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	PDGFRB
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	RAF1
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	RET
KIT inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	BRAF
KIT inhibitor	sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N	BRD-M64432851	FLT1
KIT inhibitor	sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N	BRD-M64432851	FLT3
KIT inhibitor	sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N	BRD-M64432851	FLT4
KIT inhibitor	sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N	BRD-M64432851	KDR
KIT inhibitor	sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N	BRD-M64432851	KIT
KIT inhibitor	sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N	BRD-M64432851	PDGFRA
KIT inhibitor	sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N	BRD-M64432851	PDGFRB
KIT inhibitor	sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N	BRD-M64432851	RET
KIT inhibitor	tandutinib	UXXQOJXBIDBUAC-UHFFFAOYSA-N	BRD-K89162000	FLT3
KIT inhibitor	tandutinib	UXXQOJXBIDBUAC-UHFFFAOYSA-N	BRD-K89162000	KIT
KIT inhibitor	tandutinib	UXXQOJXBIDBUAC-UHFFFAOYSA-N	BRD-K89162000	PDGFRA
KIT inhibitor	tandutinib	UXXQOJXBIDBUAC-UHFFFAOYSA-N	BRD-K89162000	PDGFRB
KIT inhibitor	telatinib	QFCXANHHBCGMAS-UHFFFAOYSA-N	BRD-K84564571	KDR
KIT inhibitor	vatalanib	YCOYDOIWSSHVCK-UHFFFAOYSA-N	BRD-K70163715	FLT1
KIT inhibitor	vatalanib	YCOYDOIWSSHVCK-UHFFFAOYSA-N	BRD-K70163715	FLT4
KIT inhibitor	vatalanib	YCOYDOIWSSHVCK-UHFFFAOYSA-N	BRD-K70163715	KDR
KIT inhibitor	vatalanib	YCOYDOIWSSHVCK-UHFFFAOYSA-N	BRD-K70163715	KIT
KIT inhibitor	vatalanib	YCOYDOIWSSHVCK-UHFFFAOYSA-N	BRD-K70163715	PDGFRB
MDM inhibitor	AMG-232	DRLCSJFKKILATL-YWCVFVGNSA-N	BRD-K64925568	MDM2
MDM inhibitor	HLI-373	LNRUPMPQQGPSQT-UHFFFAOYSA-N	BRD-K17349619	MDM2
MDM inhibitor	serdemetan	CEGSUKYESLWKJP-UHFFFAOYSA-N	BRD-K65924316	MDM2
MDM inhibitor	serdemetan	JCKLHFMOFAYQHE-UHFFFAOYSA-N	BRD-K60219430	MDM2
MDM inhibitor	SJ-172550	RKKFQJXGAQWHBZ-YVLHZVERSA-N	BRD-K93095519	MDM4
MDM inhibitor	SAR405838	IDKAKZRYYDCJDU-UHFFFAOYSA-N	BRD-A16035238	MDM2
MDM inhibitor	nutlin-3	BDUHCSBCVGXTJM-IZLXSDGUSA-N	BRD-K73255294	MDM2
MEK inhibitor	arctigenin	NQWVSMVXKMHKTF-JKSUJKDBSA-N	BRD-K53523901	CHUK
MEK inhibitor	arctigenin	NQWVSMVXKMHKTF-JKSUJKDBSA-N	BRD-K53523901	MAP2K1
MEK inhibitor	AS-703026	VIUAUNHCRHHYNE-JTQLQIEISA-N	BRD-K89014967	MAP2K1
MEK inhibitor	AS-703026	VIUAUNHCRHHYNE-JTQLQIEISA-N	BRD-K89014967	MAP2K2
MEK inhibitor	BIX-02189	HOMJAAIVTDVQJA-IZHYLOQSSA-N	BRD-K73368362	MAPK7
MEK inhibitor	BIX-02189	HOMJAAIVTDVQJA-IZHYLOQSSA-N	BRD-K73368362	MAP2K5
MEK inhibitor	nobiletin	MRIAQLRQZPPODS-UHFFFAOYSA-N	BRD-K06753942	MAP2K1
MEK inhibitor	PD-0325901	SUDAHWBOROXANE-SECBINFHSA-N	BRD-K49865102	MAP2K1
MEK inhibitor	PD-0325901	SUDAHWBOROXANE-UHFFFAOYSA-N	BRD-A50454580	MAP2K1
MEK inhibitor	PD-184352	GFMMXOIFOQCCGU-UHFFFAOYSA-N	BRD-K05104363	MAP2K1
MEK inhibitor	PD-198306	UHAXDAKQGVISBZ-UHFFFAOYSA-N	BRD-K88677950	MAP2K1
MEK inhibitor	PD-198306	UHAXDAKQGVISBZ-UHFFFAOYSA-N	BRD-K88677950	MAP2K2
MEK inhibitor	PD-98059	QFWCYNPOPKQOKV-UHFFFAOYSA-N	BRD-K62810658	MAP2K1
MEK inhibitor	refametinib	RDSACQWTXKSHJT-NSHDSACASA-N	BRD-K85751432	MAP2K1
MEK inhibitor	refametinib	RDSACQWTXKSHJT-NSHDSACASA-N	BRD-K85751432	MAP2K2
MEK inhibitor	selumetinib	CYOHGALHFOKKQC-UHFFFAOYSA-N	BRD-K57080016	MAP2K1
MEK inhibitor	TAK-733	RCLQNICOARASSR-SECBINFHSA-N	BRD-K26667523	MAP2K1
MEK inhibitor	trametinib	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	BRD-K12343256	MAP2K1
MEK inhibitor	trametinib	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	BRD-K12343256	MAP2K2
MEK inhibitor	U-0126	DVEXZJFMOKTQEZ-MJZABRMRSA-N	BRD-K91701654	MAP2K1
MEK inhibitor	U-0126	DVEXZJFMOKTQEZ-MJZABRMRSA-N	BRD-K91701654	MAP2K2
MEK inhibitor	U-0126	DVEXZJFMOKTQEZ-JYFOCSDGSA-N	BRD-K18787491	MAP2K1
MEK inhibitor	U-0126	DVEXZJFMOKTQEZ-JYFOCSDGSA-N	BRD-K18787491	MAP2K2
MEK inhibitor	U-0126	DVEXZJFMOKTQEZ-UHFFFAOYSA-N	BRD-K46419649	MAP2K1
MEK inhibitor	U-0126	DVEXZJFMOKTQEZ-UHFFFAOYSA-N	BRD-K46419649	MAP2K2
MRP inhibitor	dofequidar	KLWUUPVJTLHYIM-UHFFFAOYSA-N	BRD-A14941520	ABCC1
MRP inhibitor	dofequidar	KLWUUPVJTLHYIM-UHFFFAOYSA-N	BRD-A14941520	ABCB1
PKA activator	8-bromo-cGMP	YUFCOOWNNHGGOD-UMMCILCDSA-N	BRD-A00077618	PRKG1
PKA inhibitor	H-89	ZKZXNDJNWUTGDK-NSCUHMNNSA-N	BRD-K27737647	PRKACA
PKA inhibitor	H-9	YVVIHNCTCNPFJM-UHFFFAOYSA-N	BRD-K09790412	PRKACA
PKA inhibitor	H-9	DCVZSHVZGVWQKV-UHFFFAOYSA-N	BRD-K70577657	PRKACA
PKC activator	ingenol	GIMKEHNOTHXONN-UHFFFAOYSA-N	BRD-A52650764	PRKCD
PKC activator	ingenol	GIMKEHNOTHXONN-UHFFFAOYSA-N	BRD-A52650764	PRKCE
PKC activator	ingenol-mebutate	VDJHFHXMUKFKET-WDUFCVPESA-N	BRD-K93779381	PRKCA
PKC activator	ingenol-mebutate	VDJHFHXMUKFKET-WDUFCVPESA-N	BRD-K93779381	PRKCD
PKC inhibitor	bisindolylmaleimide-ix	DSXXEELGXBCYNQ-UHFFFAOYSA-N	BRD-K06543683	SIRT1
PKC inhibitor	CGP-53353	RONQPWQYDRPRGG-UHFFFAOYSA-N	BRD-K32292990	EGFR
PKC inhibitor	EI-273	NEBCAMAQXZIVRE-UHFFFAOYSA-N	BRD-K56064827	PRKCA
PKC inhibitor	EI-273	NEBCAMAQXZIVRE-UHFFFAOYSA-N	BRD-K56064827	PRKCG
PKC inhibitor	enzastaurin	AXRCEOKUDYDWLF-UHFFFAOYSA-N	BRD-K79404599	PRKCB
PKC inhibitor	hispidin	SGJNQVTUYXCBKH-HNQUOIGGSA-N	BRD-K07325606	PRKCB
PKC inhibitor	midostaurin	BMGQWWVMWDBQGC-IIFHNQTCSA-N	BRD-K13646352	FLT3
PKC inhibitor	midostaurin	BMGQWWVMWDBQGC-IIFHNQTCSA-N	BRD-K13646352	KIT
PKC inhibitor	sotrastaurin	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	BRD-K16761703	PRKCA
PKC inhibitor	sotrastaurin	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	BRD-K16761703	PRKCB
PKC inhibitor	sotrastaurin	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	BRD-K16761703	PRKCD
PKC inhibitor	sotrastaurin	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	BRD-K16761703	PRKCE
PKC inhibitor	sotrastaurin	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	BRD-K16761703	PRKCH
PKC inhibitor	sotrastaurin	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	BRD-K16761703	PRKCQ
PKC inhibitor	staurosporine	XTGJCWHCHWNXSE-WQGXBGQBSA-N	BRD-K70549064	CDK2
PKC inhibitor	staurosporine	XTGJCWHCHWNXSE-WQGXBGQBSA-N	BRD-K70549064	GSK3B
PKC inhibitor	staurosporine	HKSZLNNOFSGOKW-FYTWVXJKSA-N	BRD-K17953061	CDK2
PKC inhibitor	staurosporine	HKSZLNNOFSGOKW-FYTWVXJKSA-N	BRD-K17953061	GSK3B
PLK inhibitor	BI-2536	XQVVPGYIWAGRNI-JOCHJYFZSA-N	BRD-U70626184	PLK1
PLK inhibitor	BI-2536	XQVVPGYIWAGRNI-JOCHJYFZSA-N	BRD-K64890080	PLK1
PLK inhibitor	GSK-461364	ZHJGWYRLJUCMRT-QGZVFWFLSA-N	BRD-K92428232	PLK1
PLK inhibitor	GW-843682X	JSKUWFIZUALZLX-UHFFFAOYSA-N	BRD-K90382497	PLK3
PLK inhibitor	GW-843682X	JSKUWFIZUALZLX-UHFFFAOYSA-N	BRD-K90382497	PLK1
PLK inhibitor	HMN-214	OCKHRKSTDPOHEN-BQYQJAHWSA-N	BRD-K70511574	CSF1R
PLK inhibitor	HMN-214	OCKHRKSTDPOHEN-BQYQJAHWSA-N	BRD-K70511574	FLT1
PLK inhibitor	HMN-214	OCKHRKSTDPOHEN-BQYQJAHWSA-N	BRD-K70511574	FLT3
PLK inhibitor	HMN-214	OCKHRKSTDPOHEN-BQYQJAHWSA-N	BRD-K70511574	FLT4
PLK inhibitor	HMN-214	OCKHRKSTDPOHEN-BQYQJAHWSA-N	BRD-K70511574	KDR
PLK inhibitor	HMN-214	OCKHRKSTDPOHEN-BQYQJAHWSA-N	BRD-K70511574	KIT
PLK inhibitor	HMN-214	OCKHRKSTDPOHEN-BQYQJAHWSA-N	BRD-K70511574	PDGFRB
PLK inhibitor	HMN-214	OCKHRKSTDPOHEN-BQYQJAHWSA-N	BRD-K70511574	RET
PLK inhibitor	LY-294002	CZQHHVNHHHRRDU-UHFFFAOYSA-N	BRD-K27305650	MTOR
PLK inhibitor	LY-294002	CZQHHVNHHHRRDU-UHFFFAOYSA-N	BRD-K27305650	PIK3CA
PLK inhibitor	LY-294002	CZQHHVNHHHRRDU-UHFFFAOYSA-N	BRD-K27305650	PIK3CB
PLK inhibitor	LY-294002	CZQHHVNHHHRRDU-UHFFFAOYSA-N	BRD-K27305650	PIK3CD
PLK inhibitor	LY-294002	CZQHHVNHHHRRDU-UHFFFAOYSA-N	BRD-K27305650	PIK3CG
PLK inhibitor	LY-294002	CZQHHVNHHHRRDU-UHFFFAOYSA-N	BRD-K27305650	PLK1
PLK inhibitor	LY-294002	CZQHHVNHHHRRDU-UHFFFAOYSA-N	BRD-K27305650	PRKDC
PLK inhibitor	NMS-1286937	QHLVBNKYJGBCQJ-UHFFFAOYSA-N	BRD-K83699324	PLK1
PLK inhibitor	ON-01910	POSHWWRILMRTTE-JXMROGBWSA-N	BRD-K35687265	PLK2
PLK inhibitor	ON-01910	POSHWWRILMRTTE-JXMROGBWSA-N	BRD-K35687265	FLT1
PLK inhibitor	ON-01910	POSHWWRILMRTTE-JXMROGBWSA-N	BRD-K35687265	FYN
PLK inhibitor	ON-01910	POSHWWRILMRTTE-JXMROGBWSA-N	BRD-K35687265	PDGFRA
PLK inhibitor	ON-01910	POSHWWRILMRTTE-JXMROGBWSA-N	BRD-K35687265	PLK1
PLK inhibitor	ON-01910	POSHWWRILMRTTE-JXMROGBWSA-N	BRD-K35687265	SRC
PLK inhibitor	ON-01910	POSHWWRILMRTTE-JXMROGBWSA-N	BRD-K35687265	CDK1
PLK inhibitor	rigosertib	OWBFCJROIKNMGD-BQYQJAHWSA-N	BRD-K55187425	PLK1
PLK inhibitor	volasertib	SXNJFOWDRLKDSF-STROYTFGSA-N	BRD-K69776681	PLK1
RAF inhibitor	AZ-628	ZGBGPEDJXCYQPH-UHFFFAOYSA-N	BRD-K05804044	RAF1
RAF inhibitor	AZ-628	ZGBGPEDJXCYQPH-UHFFFAOYSA-N	BRD-K05804044	BRAF
RAF inhibitor	CEP-32496	DKNUPRMJNUQNHR-UHFFFAOYSA-N	BRD-K20722021	BRAF
RAF inhibitor	dabrafenib	BFSMGDJOXZAERB-UHFFFAOYSA-N	BRD-K09951645	BRAF
RAF inhibitor	GDC-0879	DEZZLWQELQORIU-RELWKKBWSA-N	BRD-K67578145	BRAF
RAF inhibitor	GW-5074	LMXYVLFTZRPNRV-UHFFFAOYSA-N	BRD-K39520573	RAF1
RAF inhibitor	GW-5074	LMXYVLFTZRPNRV-KMKOMSMNSA-N	BRD-K07859598	RAF1
RAF inhibitor	PLX-4720	YZDJQTHVDDOVHR-UHFFFAOYSA-N	BRD-K16478699	BRAF
RAF inhibitor	PP-30	RWRBSEISHUTNQL-UHFFFAOYSA-N	BRD-K30677119	RAF1
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FGFR1
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FGFR2
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FLT1
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FLT4
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FRK
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	ABL1
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	KDR
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	KIT
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	DDR2
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	PDGFRA
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	PDGFRB
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	MAPK11
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	RAF1
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	RET
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	BRAF
RAF inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	TEK
RAF inhibitor	SB-590885	DPCXEUSDRQOOGZ-UHFFFAOYSA-N	BRD-K24496482	BRAF
RAF inhibitor	SB-590885	MLSAQOINCGAULQ-QLTSDVKISA-N	BRD-K01253243	BRAF
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	FGFR1
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	FLT1
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	FLT3
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	FLT4
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	KDR
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	KIT
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	DDR2
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	PDGFRB
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	RAF1
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	RET
RAF inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	BRAF
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	FGFR1
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	FLT1
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	FLT3
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	FLT4
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	KDR
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	KIT
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	DDR2
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	PDGFRB
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	RAF1
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	RET
RAF inhibitor	sorafenib	CGFGJVMEGKQFPL-UHFFFAOYSA-N	BRD-K49810818	BRAF
RAF inhibitor	vemurafenib	GPXBXXGIAQBQNI-UHFFFAOYSA-N	BRD-K56343971	BRAF
Src activator	tolimidone	HJQILFPVRNHTIG-UHFFFAOYSA-N	BRD-K41772907	LYN
Src activator	tolimidone	HJQILFPVRNHTIG-UHFFFAOYSA-N	BRD-K41772907	SRC
Src inhibitor	aminogenistein	YBQRUOMICVULNM-UHFFFAOYSA-N	BRD-K04976539	LCK
Src inhibitor	bosutinib	UBPYILGKFZZVDX-UHFFFAOYSA-N	BRD-K99964838	ABL1
Src inhibitor	bosutinib	UBPYILGKFZZVDX-UHFFFAOYSA-N	BRD-K99964838	HCK
Src inhibitor	bosutinib	UBPYILGKFZZVDX-UHFFFAOYSA-N	BRD-K99964838	LYN
Src inhibitor	bosutinib	UBPYILGKFZZVDX-UHFFFAOYSA-N	BRD-K99964838	BCR
Src inhibitor	bosutinib	UBPYILGKFZZVDX-UHFFFAOYSA-N	BRD-K99964838	SRC
Src inhibitor	bosutinib	UBPYILGKFZZVDX-UHFFFAOYSA-N	BRD-K99964838	CAMK2G
Src inhibitor	butein	AYMYWHCQALZEGT-ORCRQEGFSA-N	BRD-K17497770	ACE
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	EPHA2
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	ABL1
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	FYN
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	KIT
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	LCK
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	LYN
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	PDGFRB
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	BCR
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	SRC
Src inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	YES1
Src inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	FGFR3
Src inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	KIT
Src inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	LYN
Src inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	PDGFRA
Src inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	PDGFRB
Src inhibitor	PP-2	PBBRWFOVCUAONR-UHFFFAOYSA-N	BRD-K95785537	LCK
Src inhibitor	PP-2	PBBRWFOVCUAONR-UHFFFAOYSA-N	BRD-K95785537	SRC
Src inhibitor	saracatinib	OUKYUETWWIPKQR-UHFFFAOYSA-N	BRD-U07805514	ABL1
Src inhibitor	saracatinib	OUKYUETWWIPKQR-UHFFFAOYSA-N	BRD-U07805514	SRC
Src inhibitor	saracatinib	OUKYUETWWIPKQR-UHFFFAOYSA-N	BRD-K19540840	ABL1
Src inhibitor	saracatinib	OUKYUETWWIPKQR-UHFFFAOYSA-N	BRD-K19540840	SRC
Src inhibitor	SU-6656	LOGJQOUIVKBFGH-YBEGLDIGSA-N	BRD-K97354755	LYN
Src inhibitor	TG-100801	JMGXJHWTVBGOKG-UHFFFAOYSA-N	BRD-K12735121	FGFR1
Src inhibitor	TG-100801	JMGXJHWTVBGOKG-UHFFFAOYSA-N	BRD-K12735121	FLT1
Src inhibitor	TG-100801	JMGXJHWTVBGOKG-UHFFFAOYSA-N	BRD-K12735121	KDR
Src inhibitor	TG-100801	JMGXJHWTVBGOKG-UHFFFAOYSA-N	BRD-K12735121	SRC
Src inhibitor	ZM-306416	YHUIUSRCUKUUQA-UHFFFAOYSA-N	BRD-K41337261	FLT1
Src inhibitor	ZM-306416	YHUIUSRCUKUUQA-UHFFFAOYSA-N	BRD-K41337261	KDR
Syk inhibitor	fostamatinib	NHHQJBCNYHBUSI-UHFFFAOYSA-N	BRD-K20285085	SYK
Syk inhibitor	ER-27319	CFPDEQBPNROZDC-UHFFFAOYSA-N	BRD-K11927976	SYK
Syk inhibitor	GS-9973	XSMSNFMDVXXHGJ-UHFFFAOYSA-N	BRD-K76719364	SYK
Syk inhibitor	SYK-inhibitor	MLKHXLFEYOOYEY-NVNXTCNLSA-N	BRD-K30189597	SYK
ACAT inhibitor	CI-976	WAFNZAURAWBNDZ-UHFFFAOYSA-N	BRD-K88544581	ACAT1
ACAT inhibitor	KD-023	CZRCFAOMWRAFIC-UHFFFAOYSA-N	BRD-K71164191	ACACA
ACAT inhibitor	KD-023	CZRCFAOMWRAFIC-UHFFFAOYSA-N	BRD-K71164191	ACACB
ACAT inhibitor	linoleamide	SFIHQZFZMWZOJV-HZJYTTRNSA-N	BRD-K64044582	SOAT1
ACAT inhibitor	linoleamide	SFIHQZFZMWZOJV-HZJYTTRNSA-N	BRD-K64044582	SOAT2
AMPK inhibitor	dorsomorphin	XHBVYDAKJHETMP-UHFFFAOYSA-N	BRD-K54233340	PRKAA1
AMPK inhibitor	dorsomorphin	XHBVYDAKJHETMP-UHFFFAOYSA-N	BRD-K54233340	BMPR1A
AMPK inhibitor	dorsomorphin	XHBVYDAKJHETMP-UHFFFAOYSA-N	BRD-K54233340	BMPR1B
APEX inhibitor	BRD-K00313977	CZIACNCULOWAAI-UHFFFAOYSA-N	BRD-K00313977	APEX1
APEX inhibitor	BRD-K30351863	MODNMLYGANOZDZ-UHFFFAOYSA-N	BRD-K30351863	APEX1
Antiarrhythmic	propafenone	JWHAUXFOSRPERK-UHFFFAOYSA-N	BRD-A26334849	KCNH2
Antiarrhythmic	propafenone	JWHAUXFOSRPERK-UHFFFAOYSA-N	BRD-A26334849	SCN5A
CAMP stimulant	bucladesine	CJGYSWNGNKCJSB-YVLZZHOMSA-N	BRD-A94624445	PRKACA
CAMP stimulant	bucladesine	ZKSUYDZTGVUZGX-BKCXMMJFSA-N	BRD-A14652656	PRKACA
CAMP stimulant	bucladesine	ZKSUYDZTGVUZGX-VBJMPTANSA-N	BRD-A15070535	PRKACA
CAMP stimulant	bucladesine	CJGYSWNGNKCJSB-ZBSNKJFMSA-N	BRD-A15931911	PRKACA
CAMP stimulant	bucladesine	CJGYSWNGNKCJSB-UHFFFAOYSA-N	BRD-A04706586	PRKACA
CCR antagonist	RS-102895	HIDWEYPGMLIQSN-UHFFFAOYSA-N	BRD-K83063356	CCR2
DYRK inhibitor	BRD-A81377415	ADJWQFUAOONPHD-UHFFFAOYSA-N	BRD-A81377415	CLK1
DYRK inhibitor	BRD-A81377415	ADJWQFUAOONPHD-UHFFFAOYSA-N	BRD-A81377415	DYRK1A
DYRK inhibitor	BRD-A81377415	ADJWQFUAOONPHD-UHFFFAOYSA-N	BRD-A81377415	CLK4
DYRK inhibitor	BRD-A81377415	ADJWQFUAOONPHD-UHFFFAOYSA-N	BRD-A81377415	DYRK1B
DYRK inhibitor	BRD-K06217810	PMDAVRLCSZSLRH-UHFFFAOYSA-N	BRD-K06217810	CLK1
DYRK inhibitor	BRD-K06217810	PMDAVRLCSZSLRH-UHFFFAOYSA-N	BRD-K06217810	DYRK1A
DYRK inhibitor	BRD-K06217810	PMDAVRLCSZSLRH-UHFFFAOYSA-N	BRD-K06217810	CLK4
DYRK inhibitor	BRD-K06217810	PMDAVRLCSZSLRH-UHFFFAOYSA-N	BRD-K06217810	DYRK1B
DYRK inhibitor	BRD-K59222562	LXDHFJUOCGKVAV-UHFFFAOYSA-N	BRD-K59222562	CLK1
